Designator,Mid X,Mid Y,Rotation,Layer
D1,109.0,-116.19,270.0,top
D2,116.6,-116.19,270.0,top
D3,124.0,-116.19,270.0,top
D4,173.19,-129.0,0.0,top
D5,173.19,-134.0,0.0,top
D6,173.19,-124.0,0.0,top
D7,92.0,-102.0,0.0,top
SW1,97.63125,-128.8507,0.0,top
SW2,116.68125,-128.8507,0.0,top
SW3,135.73125,-128.8507,0.0,top
SW4,192.88125,-128.8507,0.0,top
SW5,211.93125,-128.8507,0.0,top
SW6,212.0,-106.0,0.0,top
U1,191.0,-108.0,0.0,top
